productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date
P171,Product 171,202403,195.0,112.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-03-01
P171,Product 171,202404,56.0,139.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-04-01
P171,Product 171,202405,422.0,165.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-05-01
P171,Product 171,202406,239.0,183.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-06-01
P171,Product 171,202407,0.0,239.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-07-01
P171,Product 171,202408,598.0,212.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-08-01
P171,Product 171,202409,415.0,183.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-09-01
P171,Product 171,202410,246.0,169.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-10-01
P171,Product 171,202411,102.0,144.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-11-01
P171,Product 171,202412,617.0,149.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2024-12-01
P171,Product 171,202501,435.0,182.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-01-01
P171,Product 171,202502,256.0,179.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-02-01
P171,Product 171,202503,118.0,138.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-03-01
P171,Product 171,202504,631.0,155.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-04-01
P171,Product 171,202505,512.0,119.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-05-01
P171,Product 171,202506,356.0,156.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-06-01
P171,Product 171,202507,135.0,221.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-07-01
P171,Product 171,202508,0.0,135.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-08-01
P171,Product 171,202509,533.0,159.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-09-01
P171,Product 171,202510,390.0,143.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-10-01
P171,Product 171,202511,252.0,138.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-11-01
P171,Product 171,202512,126.0,126.0,0.53,14,2,1.1,17.64,1733,1788,1750,30570.12,31540.32,30870.0,17.64,2025-12-01
P172,Product 172,202301,462.0,79.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-01-01
P172,Product 172,202302,389.0,73.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-02-01
P172,Product 172,202303,331.0,58.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-03-01
P172,Product 172,202304,231.0,100.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-04-01
P172,Product 172,202305,158.0,73.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-05-01
P172,Product 172,202306,109.0,49.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-06-01
P172,Product 172,202307,35.0,74.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-07-01
P172,Product 172,202308,497.0,65.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-08-01
P172,Product 172,202309,423.0,74.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-09-01
P172,Product 172,202310,333.0,90.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-10-01
P172,Product 172,202311,264.0,69.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-11-01
P172,Product 172,202312,198.0,66.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2023-12-01
P172,Product 172,202401,136.0,62.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-01-01
P172,Product 172,202402,65.0,71.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-02-01
P172,Product 172,202403,530.0,71.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-03-01
P172,Product 172,202404,466.0,64.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-04-01
P172,Product 172,202405,382.0,84.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-05-01
P172,Product 172,202406,309.0,73.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-06-01
P172,Product 172,202407,234.0,75.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-07-01
P172,Product 172,202408,144.0,90.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-08-01
P172,Product 172,202409,58.0,86.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-09-01
P172,Product 172,202410,669.0,60.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-10-01
P172,Product 172,202411,600.0,69.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-11-01
P172,Product 172,202412,526.0,74.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2024-12-01
P172,Product 172,202501,446.0,80.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-01-01
P172,Product 172,202502,375.0,71.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-02-01
P172,Product 172,202503,304.0,71.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-03-01
P172,Product 172,202504,233.0,71.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-04-01
P172,Product 172,202505,169.0,64.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-05-01
P172,Product 172,202506,95.0,74.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-06-01
P172,Product 172,202507,581.0,75.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-07-01
P172,Product 172,202508,499.0,82.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-08-01
P172,Product 172,202509,426.0,73.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-09-01
P172,Product 172,202510,359.0,67.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-10-01
P172,Product 172,202511,290.0,69.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-11-01
P172,Product 172,202512,226.0,64.0,0.79,12,1,1.2,19.62,805,878,617,15794.1,17226.36,12105.54,19.62,2025-12-01
P173,Product 173,202301,624.0,94.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-01-01
P173,Product 173,202302,368.0,256.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-02-01
P173,Product 173,202303,215.0,153.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-03-01
P173,Product 173,202304,62.0,153.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-04-01
P173,Product 173,202305,1120.0,68.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-05-01
P173,Product 173,202306,883.0,237.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-06-01
P173,Product 173,202307,766.0,117.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-07-01
P173,Product 173,202308,363.0,403.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-08-01
P173,Product 173,202309,202.0,161.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-09-01
P173,Product 173,202310,64.0,138.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-10-01
P173,Product 173,202311,1299.0,170.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-11-01
P173,Product 173,202312,1118.0,181.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2023-12-01
P173,Product 173,202401,991.0,127.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-01-01
P173,Product 173,202402,694.0,297.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-02-01
P173,Product 173,202403,617.0,77.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-03-01
P173,Product 173,202404,423.0,194.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-04-01
P173,Product 173,202405,305.0,118.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-05-01
P173,Product 173,202406,173.0,132.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-06-01
P173,Product 173,202407,0.0,173.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-07-01
P173,Product 173,202408,727.0,139.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-08-01
P173,Product 173,202409,599.0,128.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-09-01
P173,Product 173,202410,477.0,122.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-10-01
P173,Product 173,202411,161.0,316.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-11-01
P173,Product 173,202412,1113.0,183.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2024-12-01
P173,Product 173,202501,921.0,192.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-01-01
P173,Product 173,202502,793.0,128.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-02-01
P173,Product 173,202503,709.0,84.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-03-01
P173,Product 173,202504,576.0,133.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-04-01
P173,Product 173,202505,567.0,9.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-05-01
P173,Product 173,202506,241.0,326.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-06-01
P173,Product 173,202507,155.0,86.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-07-01
P173,Product 173,202508,866.0,135.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-08-01
P173,Product 173,202509,674.0,192.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-09-01
P173,Product 173,202510,565.0,109.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-10-01
P173,Product 173,202511,506.0,59.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-11-01
P173,Product 173,202512,264.0,242.0,1.1,15,3,1.2,78.32,1912,1812,1365,149747.84,141915.84,106906.8,78.32,2025-12-01
P174,Product 174,202301,269.0,141.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-01-01
P174,Product 174,202302,67.0,202.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-02-01
P174,Product 174,202303,365.0,158.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-03-01
P174,Product 174,202304,0.0,365.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-04-01
P174,Product 174,202305,1061.0,180.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-05-01
P174,Product 174,202306,1014.0,47.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-06-01
P174,Product 174,202307,934.0,80.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-07-01
P174,Product 174,202308,846.0,88.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-08-01
P174,Product 174,202309,742.0,104.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-09-01
P174,Product 174,202310,652.0,90.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-10-01
P174,Product 174,202311,540.0,112.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-11-01
P174,Product 174,202312,424.0,116.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2023-12-01
P174,Product 174,202401,350.0,74.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-01-01
P174,Product 174,202402,246.0,104.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-02-01
P174,Product 174,202403,218.0,28.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-03-01
P174,Product 174,202404,96.0,122.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-04-01
P174,Product 174,202405,0.0,96.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-05-01
P174,Product 174,202406,0.0,423.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-06-01
P174,Product 174,202407,571.0,654.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-07-01
P174,Product 174,202408,437.0,134.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-08-01
P174,Product 174,202409,232.0,205.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-09-01
P174,Product 174,202410,95.0,137.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-10-01
P174,Product 174,202411,0.0,95.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-11-01
P174,Product 174,202412,430.0,183.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2024-12-01
P174,Product 174,202501,337.0,93.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-01-01
P174,Product 174,202502,244.0,93.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-02-01
P174,Product 174,202503,125.0,119.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-03-01
P174,Product 174,202504,64.0,61.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-04-01
P174,Product 174,202505,302.0,128.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-05-01
P174,Product 174,202506,140.0,162.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-06-01
P174,Product 174,202507,0.0,140.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-07-01
P174,Product 174,202508,0.0,587.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-08-01
P174,Product 174,202509,1339.0,177.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-09-01
P174,Product 174,202510,1210.0,129.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-10-01
P174,Product 174,202511,1144.0,66.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-11-01
P174,Product 174,202512,1042.0,102.0,0.68,18,1,1.9,15.62,1543,1835,1596,24101.66,28662.7,24929.52,15.62,2025-12-01
P175,Product 175,202301,331.0,71.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-01-01
P175,Product 175,202302,251.0,80.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-02-01
P175,Product 175,202303,204.0,47.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-03-01
P175,Product 175,202304,140.0,64.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-04-01
P175,Product 175,202305,86.0,54.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-05-01
P175,Product 175,202306,37.0,49.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-06-01
P175,Product 175,202307,419.0,67.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-07-01
P175,Product 175,202308,354.0,65.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-08-01
P175,Product 175,202309,309.0,45.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-09-01
P175,Product 175,202310,244.0,65.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-10-01
P175,Product 175,202311,183.0,61.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-11-01
P175,Product 175,202312,113.0,70.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2023-12-01
P175,Product 175,202401,55.0,58.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-01-01
P175,Product 175,202402,0.0,55.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-02-01
P175,Product 175,202403,439.0,73.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-03-01
P175,Product 175,202404,390.0,49.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-04-01
P175,Product 175,202405,324.0,66.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-05-01
P175,Product 175,202406,247.0,77.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-06-01
P175,Product 175,202407,199.0,48.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-07-01
P175,Product 175,202408,141.0,58.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-08-01
P175,Product 175,202409,79.0,62.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-09-01
P175,Product 175,202410,24.0,55.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-10-01
P175,Product 175,202411,453.0,44.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-11-01
P175,Product 175,202412,386.0,67.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2024-12-01
P175,Product 175,202501,314.0,72.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-01-01
P175,Product 175,202502,240.0,74.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-02-01
P175,Product 175,202503,191.0,49.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-03-01
P175,Product 175,202504,135.0,56.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-04-01
P175,Product 175,202505,79.0,56.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-05-01
P175,Product 175,202506,13.0,66.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-06-01
P175,Product 175,202507,431.0,62.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-07-01
P175,Product 175,202508,375.0,56.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-08-01
P175,Product 175,202509,310.0,65.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-09-01
P175,Product 175,202510,252.0,58.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-10-01
P175,Product 175,202511,199.0,53.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-11-01
P175,Product 175,202512,130.0,69.0,1.81,20,1,2.0,104.65,666,645,640,69696.9,67499.25,66976.0,104.65,2025-12-01
P176,Product 176,202301,322.0,61.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-01-01
P176,Product 176,202302,250.0,72.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-02-01
P176,Product 176,202303,172.0,78.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-03-01
P176,Product 176,202304,78.0,94.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-04-01
P176,Product 176,202305,0.0,78.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-05-01
P176,Product 176,202306,687.0,41.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-06-01
P176,Product 176,202307,663.0,24.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-07-01
P176,Product 176,202308,505.0,158.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-08-01
P176,Product 176,202309,267.0,238.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-09-01
P176,Product 176,202310,215.0,52.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-10-01
P176,Product 176,202311,133.0,82.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-11-01
P176,Product 176,202312,90.0,43.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2023-12-01
P176,Product 176,202401,30.0,60.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-01-01
P176,Product 176,202402,387.0,78.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-02-01
P176,Product 176,202403,323.0,64.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-03-01
P176,Product 176,202404,245.0,78.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-04-01
P176,Product 176,202405,177.0,68.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-05-01
P176,Product 176,202406,32.0,145.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-06-01
P176,Product 176,202407,626.0,88.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-07-01
P176,Product 176,202408,547.0,79.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-08-01
P176,Product 176,202409,421.0,126.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-09-01
P176,Product 176,202410,222.0,199.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-10-01
P176,Product 176,202411,146.0,76.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-11-01
P176,Product 176,202412,89.0,57.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2024-12-01
P176,Product 176,202501,0.0,89.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-01-01
P176,Product 176,202502,753.0,22.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-02-01
P176,Product 176,202503,704.0,49.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-03-01
P176,Product 176,202504,630.0,74.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-04-01
P176,Product 176,202505,532.0,98.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-05-01
P176,Product 176,202506,469.0,63.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-06-01
P176,Product 176,202507,416.0,53.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-07-01
P176,Product 176,202508,388.0,28.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-08-01
P176,Product 176,202509,344.0,44.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-09-01
P176,Product 176,202510,298.0,46.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-10-01
P176,Product 176,202511,241.0,57.0,1.46,11,3,1.7,136.5,1089,1074,687,148648.5,146601.0,93775.5,136.5,2025-11-01
