productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date,year,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk
P189,Product 189,202311,405.0,366.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2023-11-01,2023,13509.06,441.45,3657.0,865.0,305.0,39.0,4.227745664739884,305.0,191.0,1439.4899999999998
P189,Product 189,202312,0.0,405.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2023-12-01,2023,14948.55,0.0,3657.0,865.0,305.0,-405.0,4.227745664739884,305.0,191.0,-14948.55
P189,Product 189,202401,2595.0,340.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-01-01,2024,12549.4,2828.55,3548.0,1292.0,296.0,2255.0,2.7461300309597525,296.0,185.0,83232.04999999999
P189,Product 189,202402,2173.0,422.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-02-01,2024,15576.02,2368.57,3548.0,1292.0,296.0,1751.0,2.7461300309597525,296.0,185.0,64629.41
P189,Product 189,202403,1842.0,331.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-03-01,2024,12217.21,2007.78,3548.0,1292.0,296.0,1511.0,2.7461300309597525,296.0,185.0,55771.01
P189,Product 189,202404,1603.0,239.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-04-01,2024,8821.49,1747.27,3548.0,1292.0,296.0,1364.0,2.7461300309597525,296.0,185.0,50345.24
P189,Product 189,202405,1356.0,247.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-05-01,2024,9116.77,1478.04,3548.0,1292.0,296.0,1109.0,2.7461300309597525,296.0,185.0,40933.19
P189,Product 189,202406,1045.0,311.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-06-01,2024,11479.01,1139.05,3548.0,1292.0,296.0,734.0,2.7461300309597525,296.0,185.0,27091.94
P189,Product 189,202407,804.0,241.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-07-01,2024,8895.31,876.36,3548.0,1292.0,296.0,563.0,2.7461300309597525,296.0,185.0,20780.33
P189,Product 189,202408,583.0,221.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-08-01,2024,8157.11,635.47,3548.0,1292.0,296.0,362.0,2.7461300309597525,296.0,185.0,13361.419999999998
P189,Product 189,202409,303.0,280.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-09-01,2024,10334.8,330.27,3548.0,1292.0,296.0,23.0,2.7461300309597525,296.0,185.0,848.93
P189,Product 189,202410,55.0,248.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-10-01,2024,9153.68,59.95,3548.0,1292.0,296.0,-193.0,2.7461300309597525,296.0,185.0,-7123.629999999999
P189,Product 189,202411,1756.0,301.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-11-01,2024,11109.91,1914.04,3548.0,1292.0,296.0,1455.0,2.7461300309597525,296.0,185.0,53704.05
P189,Product 189,202412,1389.0,367.0,1.09,9,1,1.6,36.91,3672,3446,2918,135533.52,127191.86,107703.38,36.91,2024-12-01,2024,13545.97,1514.01,3548.0,1292.0,296.0,1022.0,2.7461300309597525,296.0,185.0,37722.02
P190,Product 190,202301,320.0,47.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-01-01,2023,3618.06,457.6,889.0,243.0,74.0,273.0,3.6584362139917697,222.0,222.0,21015.54
P190,Product 190,202302,265.0,55.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-02-01,2023,4233.9,378.95,889.0,243.0,74.0,210.0,3.6584362139917697,222.0,222.0,16165.8
P190,Product 190,202303,201.0,64.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-03-01,2023,4926.72,287.43,889.0,243.0,74.0,137.0,3.6584362139917697,222.0,222.0,10546.26
P190,Product 190,202304,136.0,65.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-04-01,2023,5003.7,194.48,889.0,243.0,74.0,71.0,3.6584362139917697,222.0,222.0,5465.58
P190,Product 190,202305,50.0,86.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-05-01,2023,6620.28,71.5,889.0,243.0,74.0,-36.0,3.6584362139917697,222.0,222.0,-2771.28
P190,Product 190,202306,390.0,94.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-06-01,2023,7236.12,557.7,889.0,243.0,74.0,296.0,3.6584362139917697,222.0,222.0,22786.08
P190,Product 190,202307,301.0,89.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-07-01,2023,6851.22,430.43,889.0,243.0,74.0,212.0,3.6584362139917697,222.0,222.0,16319.76
P190,Product 190,202308,217.0,84.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-08-01,2023,6466.32,310.31,889.0,243.0,74.0,133.0,3.6584362139917697,222.0,222.0,10238.34
P190,Product 190,202309,127.0,90.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-09-01,2023,6928.2,181.61,889.0,243.0,74.0,37.0,3.6584362139917697,222.0,222.0,2848.26
P190,Product 190,202310,63.0,64.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-10-01,2023,4926.72,90.09,889.0,243.0,74.0,-1.0,3.6584362139917697,222.0,222.0,-76.98
P190,Product 190,202311,456.0,84.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-11-01,2023,6466.32,652.08,889.0,243.0,74.0,372.0,3.6584362139917697,222.0,222.0,28636.56
P190,Product 190,202312,389.0,67.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2023-12-01,2023,5157.66,556.27,889.0,243.0,74.0,322.0,3.6584362139917697,222.0,222.0,24787.56
P190,Product 190,202401,321.0,68.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-01-01,2024,5234.64,459.03,931.0,272.0,78.0,253.0,3.422794117647059,234.0,234.0,19475.94
P190,Product 190,202402,236.0,85.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-02-01,2024,6543.3,337.48,931.0,272.0,78.0,151.0,3.422794117647059,234.0,234.0,11623.98
P190,Product 190,202403,159.0,77.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-03-01,2024,5927.46,227.37,931.0,272.0,78.0,82.0,3.422794117647059,234.0,234.0,6312.360000000001
P190,Product 190,202404,105.0,54.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-04-01,2024,4156.92,150.15,931.0,272.0,78.0,51.0,3.422794117647059,234.0,234.0,3925.98
P190,Product 190,202405,20.0,85.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-05-01,2024,6543.3,28.6,931.0,272.0,78.0,-65.0,3.422794117647059,234.0,234.0,-5003.7
P190,Product 190,202406,359.0,97.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-06-01,2024,7467.06,513.37,931.0,272.0,78.0,262.0,3.422794117647059,234.0,234.0,20168.76
P190,Product 190,202407,271.0,88.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-07-01,2024,6774.24,387.53,931.0,272.0,78.0,183.0,3.422794117647059,234.0,234.0,14087.34
P190,Product 190,202408,174.0,97.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-08-01,2024,7467.06,248.82,931.0,272.0,78.0,77.0,3.422794117647059,234.0,234.0,5927.46
P190,Product 190,202409,94.0,80.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-09-01,2024,6158.4,134.42,931.0,272.0,78.0,14.0,3.422794117647059,234.0,234.0,1077.72
P190,Product 190,202410,584.0,44.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-10-01,2024,3387.12,835.12,931.0,272.0,78.0,540.0,3.422794117647059,234.0,234.0,41569.2
P190,Product 190,202411,514.0,70.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-11-01,2024,5388.6,735.02,931.0,272.0,78.0,444.0,3.422794117647059,234.0,234.0,34179.12
P190,Product 190,202412,428.0,86.0,1.43,23,3,1.0,76.98,746,815,893,57427.08,62738.7,68743.14,76.98,2024-12-01,2024,6620.28,612.04,931.0,272.0,78.0,342.0,3.422794117647059,234.0,234.0,26327.16
P191,Product 191,202301,469.0,77.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-01-01,2023,616.0,126.63,950.0,347.0,79.0,392.0,2.7377521613832854,158.0,99.0,3136.0
P191,Product 191,202302,402.0,67.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-02-01,2023,536.0,108.54,950.0,347.0,79.0,335.0,2.7377521613832854,158.0,99.0,2680.0
P191,Product 191,202303,305.0,97.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-03-01,2023,776.0,82.35,950.0,347.0,79.0,208.0,2.7377521613832854,158.0,99.0,1664.0
P191,Product 191,202304,215.0,90.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-04-01,2023,720.0,58.05,950.0,347.0,79.0,125.0,2.7377521613832854,158.0,99.0,1000.0
P191,Product 191,202305,140.0,75.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-05-01,2023,600.0,37.8,950.0,347.0,79.0,65.0,2.7377521613832854,158.0,99.0,520.0
P191,Product 191,202306,72.0,68.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-06-01,2023,544.0,19.44,950.0,347.0,79.0,4.0,2.7377521613832854,158.0,99.0,32.0
P191,Product 191,202307,643.0,57.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-07-01,2023,456.0,173.61,950.0,347.0,79.0,586.0,2.7377521613832854,158.0,99.0,4688.0
P191,Product 191,202308,547.0,96.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-08-01,2023,768.0,147.69,950.0,347.0,79.0,451.0,2.7377521613832854,158.0,99.0,3608.0
P191,Product 191,202309,458.0,89.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-09-01,2023,712.0,123.66,950.0,347.0,79.0,369.0,2.7377521613832854,158.0,99.0,2952.0
P191,Product 191,202310,390.0,68.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-10-01,2023,544.0,105.3,950.0,347.0,79.0,322.0,2.7377521613832854,158.0,99.0,2576.0
P191,Product 191,202311,297.0,93.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-11-01,2023,744.0,80.19,950.0,347.0,79.0,204.0,2.7377521613832854,158.0,99.0,1632.0
P191,Product 191,202312,224.0,73.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2023-12-01,2023,584.0,60.48,950.0,347.0,79.0,151.0,2.7377521613832854,158.0,99.0,1208.0
P191,Product 191,202401,153.0,71.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-01-01,2024,568.0,41.31,945.0,374.0,79.0,82.0,2.5267379679144386,158.0,99.0,656.0
P191,Product 191,202402,84.0,69.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-02-01,2024,552.0,22.68,945.0,374.0,79.0,15.0,2.5267379679144386,158.0,99.0,120.0
P191,Product 191,202403,579.0,78.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-03-01,2024,624.0,156.33,945.0,374.0,79.0,501.0,2.5267379679144386,158.0,99.0,4008.0
P191,Product 191,202404,523.0,56.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-04-01,2024,448.0,141.21,945.0,374.0,79.0,467.0,2.5267379679144386,158.0,99.0,3736.0
P191,Product 191,202405,429.0,94.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-05-01,2024,752.0,115.83,945.0,374.0,79.0,335.0,2.5267379679144386,158.0,99.0,2680.0
P191,Product 191,202406,348.0,81.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-06-01,2024,648.0,93.96,945.0,374.0,79.0,267.0,2.5267379679144386,158.0,99.0,2136.0
P191,Product 191,202407,266.0,82.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-07-01,2024,656.0,71.82,945.0,374.0,79.0,184.0,2.5267379679144386,158.0,99.0,1472.0
P191,Product 191,202408,172.0,94.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-08-01,2024,752.0,46.44,945.0,374.0,79.0,78.0,2.5267379679144386,158.0,99.0,624.0
P191,Product 191,202409,90.0,82.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-09-01,2024,656.0,24.3,945.0,374.0,79.0,8.0,2.5267379679144386,158.0,99.0,64.0
P191,Product 191,202410,691.0,90.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-10-01,2024,720.0,186.57,945.0,374.0,79.0,601.0,2.5267379679144386,158.0,99.0,4808.0
P191,Product 191,202411,613.0,78.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-11-01,2024,624.0,165.51,945.0,374.0,79.0,535.0,2.5267379679144386,158.0,99.0,4280.0
P191,Product 191,202412,543.0,70.0,0.27,10,2,1.6,8.0,749,1060,814,5992.0,8480.0,6512.0,8.0,2024-12-01,2024,560.0,146.61,945.0,374.0,79.0,473.0,2.5267379679144386,158.0,99.0,3784.0
P192,Product 192,202301,719.0,152.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-01-01,2023,9317.6,603.96,2064.0,490.0,172.0,567.0,4.212244897959184,516.0,860.0,34757.1
P192,Product 192,202302,562.0,157.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-02-01,2023,9624.1,472.08,2064.0,490.0,172.0,405.0,4.212244897959184,516.0,860.0,24826.5
P192,Product 192,202303,407.0,155.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-03-01,2023,9501.5,341.88,2064.0,490.0,172.0,252.0,4.212244897959184,516.0,860.0,15447.6
P192,Product 192,202304,256.0,151.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-04-01,2023,9256.3,215.04,2064.0,490.0,172.0,105.0,4.212244897959184,516.0,860.0,6436.5
P192,Product 192,202305,100.0,156.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-05-01,2023,9562.8,84.0,2064.0,490.0,172.0,-56.0,4.212244897959184,516.0,860.0,-3432.8
P192,Product 192,202306,801.0,225.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-06-01,2023,13792.5,672.84,2064.0,490.0,172.0,576.0,4.212244897959184,516.0,860.0,35308.8
P192,Product 192,202307,612.0,189.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-07-01,2023,11585.7,514.08,2064.0,490.0,172.0,423.0,4.212244897959184,516.0,860.0,25929.9
P192,Product 192,202308,393.0,219.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-08-01,2023,13424.7,330.12,2064.0,490.0,172.0,174.0,4.212244897959184,516.0,860.0,10666.2
P192,Product 192,202309,219.0,174.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-09-01,2023,10666.2,183.96,2064.0,490.0,172.0,45.0,4.212244897959184,516.0,860.0,2758.5
P192,Product 192,202310,86.0,133.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-10-01,2023,8152.9,72.24,2064.0,490.0,172.0,-47.0,4.212244897959184,516.0,860.0,-2881.1
P192,Product 192,202311,936.0,205.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-11-01,2023,12566.5,786.24,2064.0,490.0,172.0,731.0,4.212244897959184,516.0,860.0,44810.3
P192,Product 192,202312,788.0,148.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2023-12-01,2023,9072.4,661.92,2064.0,490.0,172.0,640.0,4.212244897959184,516.0,860.0,39232.0
P192,Product 192,202401,637.0,151.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-01-01,2024,9256.3,535.08,2109.0,611.0,176.0,486.0,3.451718494271686,528.0,880.0,29791.8
P192,Product 192,202402,452.0,185.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-02-01,2024,11340.5,379.68,2109.0,611.0,176.0,267.0,3.451718494271686,528.0,880.0,16367.1
P192,Product 192,202403,282.0,170.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-03-01,2024,10421.0,236.88,2109.0,611.0,176.0,112.0,3.451718494271686,528.0,880.0,6865.599999999999
P192,Product 192,202404,142.0,140.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-04-01,2024,8582.0,119.28,2109.0,611.0,176.0,2.0,3.451718494271686,528.0,880.0,122.6
P192,Product 192,202405,937.0,199.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-05-01,2024,12198.7,787.08,2109.0,611.0,176.0,738.0,3.451718494271686,528.0,880.0,45239.4
P192,Product 192,202406,756.0,181.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-06-01,2024,11095.3,635.04,2109.0,611.0,176.0,575.0,3.451718494271686,528.0,880.0,35247.5
P192,Product 192,202407,550.0,206.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-07-01,2024,12627.8,462.0,2109.0,611.0,176.0,344.0,3.451718494271686,528.0,880.0,21087.2
P192,Product 192,202408,322.0,228.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-08-01,2024,13976.4,270.48,2109.0,611.0,176.0,94.0,3.451718494271686,528.0,880.0,5762.2
P192,Product 192,202409,166.0,156.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-09-01,2024,9562.8,139.44,2109.0,611.0,176.0,10.0,3.451718494271686,528.0,880.0,613.0
P192,Product 192,202410,1176.0,172.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-10-01,2024,10543.6,987.84,2109.0,611.0,176.0,1004.0,3.451718494271686,528.0,880.0,61545.2
P192,Product 192,202411,1055.0,121.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-11-01,2024,7417.3,886.2,2109.0,611.0,176.0,934.0,3.451718494271686,528.0,880.0,57254.2
P192,Product 192,202412,855.0,200.0,0.84,17,3,0.6,61.3,1832,1814,1995,112301.6,111198.2,122293.5,61.3,2024-12-01,2024,12260.0,718.2,2109.0,611.0,176.0,655.0,3.451718494271686,528.0,880.0,40151.5
P193,Product 193,202301,238.0,91.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-01-01,2023,5955.04,240.38,859.0,260.0,72.0,147.0,3.3038461538461537,216.0,166.0,9619.68
P193,Product 193,202302,141.0,97.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-02-01,2023,6347.68,142.41,859.0,260.0,72.0,44.0,3.3038461538461537,216.0,166.0,2879.36
P193,Product 193,202303,74.0,67.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-03-01,2023,4384.48,74.74,859.0,260.0,72.0,7.0,3.3038461538461537,216.0,166.0,458.08
P193,Product 193,202304,440.0,62.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-04-01,2023,4057.28,444.4,859.0,260.0,72.0,378.0,3.3038461538461537,216.0,166.0,24736.32
P193,Product 193,202305,385.0,55.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-05-01,2023,3599.2,388.85,859.0,260.0,72.0,330.0,3.3038461538461537,216.0,166.0,21595.2
P193,Product 193,202306,302.0,83.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-06-01,2023,5431.52,305.02,859.0,260.0,72.0,219.0,3.3038461538461537,216.0,166.0,14331.36
P193,Product 193,202307,281.0,21.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-07-01,2023,1374.24,283.81,859.0,260.0,72.0,260.0,3.3038461538461537,216.0,166.0,17014.399999999998
P193,Product 193,202308,194.0,87.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-08-01,2023,5693.28,195.94,859.0,260.0,72.0,107.0,3.3038461538461537,216.0,166.0,7002.08
P193,Product 193,202309,84.0,110.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-09-01,2023,7198.4,84.84,859.0,260.0,72.0,-26.0,3.3038461538461537,216.0,166.0,-1701.44
P193,Product 193,202310,383.0,66.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-10-01,2023,4319.04,386.83,859.0,260.0,72.0,317.0,3.3038461538461537,216.0,166.0,20744.48
P193,Product 193,202311,336.0,47.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-11-01,2023,3075.68,339.36,859.0,260.0,72.0,289.0,3.3038461538461537,216.0,166.0,18912.16
P193,Product 193,202312,263.0,73.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2023-12-01,2023,4777.12,265.63,859.0,260.0,72.0,190.0,3.3038461538461537,216.0,166.0,12433.6
P193,Product 193,202401,186.0,77.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-01-01,2024,5038.88,187.86,707.0,182.0,59.0,109.0,3.8846153846153846,177.0,136.0,7132.96
P193,Product 193,202402,156.0,30.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-02-01,2024,1963.2,157.56,707.0,182.0,59.0,126.0,3.8846153846153846,177.0,136.0,8245.44
P193,Product 193,202403,73.0,83.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-03-01,2024,5431.52,73.73,707.0,182.0,59.0,-10.0,3.8846153846153846,177.0,136.0,-654.4
P193,Product 193,202404,344.0,48.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-04-01,2024,3141.12,347.44,707.0,182.0,59.0,296.0,3.8846153846153846,177.0,136.0,19370.24
P193,Product 193,202405,298.0,46.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-05-01,2024,3010.24,300.98,707.0,182.0,59.0,252.0,3.8846153846153846,177.0,136.0,16490.88
P193,Product 193,202406,205.0,93.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-06-01,2024,6085.92,207.05,707.0,182.0,59.0,112.0,3.8846153846153846,177.0,136.0,7329.28
P193,Product 193,202407,142.0,63.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-07-01,2024,4122.72,143.42,707.0,182.0,59.0,79.0,3.8846153846153846,177.0,136.0,5169.76
P193,Product 193,202408,106.0,36.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-08-01,2024,2355.84,107.06,707.0,182.0,59.0,70.0,3.8846153846153846,177.0,136.0,4580.8
P193,Product 193,202409,51.0,55.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-09-01,2024,3599.2,51.51,707.0,182.0,59.0,-4.0,3.8846153846153846,177.0,136.0,-261.76
P193,Product 193,202410,277.0,33.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-10-01,2024,2159.52,279.77,707.0,182.0,59.0,244.0,3.8846153846153846,177.0,136.0,15967.36
P193,Product 193,202411,212.0,65.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-11-01,2024,4253.6,214.12,707.0,182.0,59.0,147.0,3.8846153846153846,177.0,136.0,9619.68
P193,Product 193,202412,134.0,78.0,1.01,24,3,1.3,65.44,814,599,1163,53268.16,39198.56,76106.72,65.44,2024-12-01,2024,5104.32,135.34,707.0,182.0,59.0,56.0,3.8846153846153846,177.0,136.0,3664.64
P194,Product 194,202301,408.0,81.0,0.95,14,1,1.6,17.85,1210,1026,1028,21598.5,18314.1,18349.8,17.85,2023-01-01,2023,1445.85,387.6,1062.0,289.0,88.0,327.0,3.6747404844290656,88.0,55.0,5836.950000000001
P194,Product 194,202302,340.0,68.0,0.95,14,1,1.6,17.85,1210,1026,1028,21598.5,18314.1,18349.8,17.85,2023-02-01,2023,1213.8,323.0,1062.0,289.0,88.0,272.0,3.6747404844290656,88.0,55.0,4855.200000000001
P194,Product 194,202303,242.0,98.0,0.95,14,1,1.6,17.85,1210,1026,1028,21598.5,18314.1,18349.8,17.85,2023-03-01,2023,1749.3,229.9,1062.0,289.0,88.0,144.0,3.6747404844290656,88.0,55.0,2570.4
P194,Product 194,202304,153.0,89.0,0.95,14,1,1.6,17.85,1210,1026,1028,21598.5,18314.1,18349.8,17.85,2023-04-01,2023,1588.65,145.35,1062.0,289.0,88.0,64.0,3.6747404844290656,88.0,55.0,1142.4
P194,Product 194,202305,62.0,91.0,0.95,14,1,1.6,17.85,1210,1026,1028,21598.5,18314.1,18349.8,17.85,2023-05-01,2023,1624.35,58.9,1062.0,289.0,88.0,-29.0,3.6747404844290656,88.0,55.0,-517.6500000000001
