productid,product_name,year_month,inventory_level,sales_units,storage_cost_pln_per_unit_month,shelf_life_months,lead_time_months,safety_stock_months,price_pln_per_unit,plan_2023_units,plan_2024_units,plan_2025_units,plan_2023_pln,plan_2024_pln,plan_2025_pln,price_pln_per_unit_plan,date,year,year_month_numeric,monthly_revenue,inventory_carrying_cost,annual_sales,average_inventory,average_monthly_demand,excess_inventory,inventory_turnover,lead_time_demand,reorder_point,expiration_risk
P177,Product 177,202310,2209.0,228.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2023-10-01,2023,202310,5209.8,1170.77,,,,1981.0,,,,45265.850000000006
P177,Product 177,202311,2054.0,155.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2023-11-01,2023,202311,3541.75,1088.62,,,,1899.0,,,,43392.15
P177,Product 177,202312,1846.0,208.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2023-12-01,2023,202312,4752.8,978.38,3364.0,1305.0,280.0,1638.0,2.577777777777778,280.0,156.0,37428.3
P177,Product 177,202401,1271.0,575.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-01-01,2024,202401,13138.75,673.63,3673.0,1346.0,306.0,696.0,2.7288261515601784,306.0,170.0,15903.6
P177,Product 177,202402,982.0,289.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-02-01,2024,202402,6603.65,520.46,3882.0,1370.0,324.0,693.0,2.8335766423357662,324.0,180.0,15835.050000000001
P177,Product 177,202403,804.0,178.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-03-01,2024,202403,4067.3,426.12,3561.0,1421.0,297.0,626.0,2.505981703026038,297.0,165.0,14304.1
P177,Product 177,202404,665.0,139.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-04-01,2024,202404,3176.15,352.45,3443.0,1340.0,287.0,526.0,2.569402985074627,287.0,159.0,12019.1
P177,Product 177,202405,283.0,382.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-05-01,2024,202405,8728.7,149.99,3644.0,1243.0,304.0,-99.0,2.931617055510861,304.0,169.0,-2262.15
P177,Product 177,202406,89.0,194.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-06-01,2024,202406,4432.9,47.17,3626.0,1147.0,302.0,-105.0,3.161290322580645,302.0,168.0,-2399.25
P177,Product 177,202407,1292.0,230.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-07-01,2024,202407,5255.5,684.76,3532.0,1179.0,294.0,1062.0,2.9957591178965224,294.0,163.0,24266.7
P177,Product 177,202408,743.0,549.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-08-01,2024,202408,12544.65,393.79,3380.0,1223.0,282.0,194.0,2.7636958299264105,282.0,157.0,4432.900000000001
P177,Product 177,202409,669.0,74.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-09-01,2024,202409,1690.9,354.57,3201.0,1076.0,267.0,595.0,2.974907063197026,267.0,148.0,13595.75
P177,Product 177,202410,431.0,238.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-10-01,2024,202410,5438.3,228.43,3211.0,927.0,268.0,193.0,3.4638619201726,268.0,149.0,4410.05
P177,Product 177,202411,207.0,224.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-11-01,2024,202411,5118.4,109.71,3280.0,774.0,273.0,-17.0,4.237726098191215,273.0,152.0,-388.45000000000005
P177,Product 177,202412,1047.0,234.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2024-12-01,2024,202412,5346.9,554.91,3306.0,707.0,276.0,813.0,4.676096181046676,276.0,153.0,18577.050000000003
P177,Product 177,202501,866.0,181.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-01-01,2025,202501,4135.85,458.98,2912.0,673.0,243.0,685.0,4.326894502228826,243.0,135.0,15652.250000000002
P177,Product 177,202502,590.0,276.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-02-01,2025,202502,6306.6,312.7,2899.0,640.0,242.0,314.0,4.5296875,242.0,134.0,7174.900000000001
P177,Product 177,202503,472.0,118.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-03-01,2025,202503,2696.3,250.16,2839.0,613.0,237.0,354.0,4.631321370309951,237.0,132.0,8088.900000000001
P177,Product 177,202504,0.0,472.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-04-01,2025,202504,10785.2,0.0,3172.0,557.0,264.0,-472.0,5.694793536804309,264.0,147.0,-10785.2
P177,Product 177,202505,937.0,1220.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-05-01,2025,202505,27877.0,496.61,4010.0,612.0,334.0,-283.0,6.552287581699346,334.0,186.0,-6466.55
P177,Product 177,202506,661.0,276.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-06-01,2025,202506,6306.6,350.33,4092.0,660.0,341.0,385.0,6.2,341.0,189.0,8797.25
P177,Product 177,202507,486.0,175.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-07-01,2025,202507,3998.75,257.58,4037.0,592.0,336.0,311.0,6.819256756756757,336.0,187.0,7106.35
P177,Product 177,202508,339.0,147.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-08-01,2025,202508,3358.95,179.67,3635.0,559.0,303.0,192.0,6.5026833631484795,303.0,168.0,4387.200000000001
P177,Product 177,202509,199.0,140.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-09-01,2025,202509,3199.0,105.47,3701.0,520.0,308.0,59.0,7.117307692307692,308.0,171.0,1348.15
P177,Product 177,202510,973.0,151.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-10-01,2025,202510,3450.35,515.69,3614.0,565.0,301.0,822.0,6.396460176991151,301.0,167.0,18782.7
P177,Product 177,202511,753.0,220.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-11-01,2025,202511,5027.0,399.09,3610.0,610.0,301.0,533.0,5.918032786885246,301.0,167.0,12179.050000000001
P177,Product 177,202512,571.0,182.0,0.53,22,1,1.8,22.85,3246,2841,2968,74171.1,64916.85,67818.8,22.85,2025-12-01,2025,202512,4158.7,302.63,3558.0,571.0,296.0,389.0,6.231173380035027,296.0,164.0,8888.650000000001
P178,Product 178,202301,201.0,66.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-01-01,2023,202301,2104.08,223.11,,,,135.0,,,,4303.8
P178,Product 178,202302,132.0,69.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-02-01,2023,202302,2199.72,146.52,,,,63.0,,,,2008.4399999999998
P178,Product 178,202303,49.0,83.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-03-01,2023,202303,2646.04,54.39,,,,-34.0,,,,-1083.92
P178,Product 178,202304,269.0,71.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-04-01,2023,202304,2263.48,298.59,,,,198.0,,,,6312.24
P178,Product 178,202305,204.0,65.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-05-01,2023,202305,2072.2,226.44,,,,139.0,,,,4431.32
P178,Product 178,202306,143.0,61.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-06-01,2023,202306,1944.68,158.73,,,,82.0,,,,2614.16
P178,Product 178,202307,84.0,59.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-07-01,2023,202307,1880.92,93.24,,,,25.0,,,,797.0
P178,Product 178,202308,253.0,79.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-08-01,2023,202308,2518.52,280.83,,,,174.0,,,,5547.12
P178,Product 178,202309,178.0,75.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-09-01,2023,202309,2391.0,197.58,,,,103.0,,,,3283.64
P178,Product 178,202310,105.0,73.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-10-01,2023,202310,2327.24,116.55,,,,32.0,,,,1020.16
P178,Product 178,202311,31.0,74.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-11-01,2023,202311,2359.12,34.41,,,,-43.0,,,,-1370.84
P178,Product 178,202312,252.0,77.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2023-12-01,2023,202312,2454.76,279.72,852.0,158.0,71.0,175.0,5.3924050632911396,71.0,37.0,5579.0
P178,Product 178,202401,173.0,79.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-01-01,2024,202401,2518.52,192.03,865.0,156.0,72.0,94.0,5.544871794871795,72.0,38.0,2996.72
P178,Product 178,202402,79.0,94.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-02-01,2024,202402,2996.72,87.69,890.0,152.0,74.0,-15.0,5.855263157894737,74.0,39.0,-478.2
P178,Product 178,202403,332.0,82.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-03-01,2024,202403,2614.16,368.52,889.0,175.0,74.0,250.0,5.08,74.0,39.0,7970.0
P178,Product 178,202404,272.0,60.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-04-01,2024,202404,1912.8,301.92,878.0,176.0,73.0,212.0,4.988636363636363,73.0,38.0,6758.5599999999995
P178,Product 178,202405,202.0,70.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-05-01,2024,202405,2231.6,224.22,883.0,175.0,74.0,132.0,5.045714285714285,74.0,39.0,4208.16
P178,Product 178,202406,128.0,74.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-06-01,2024,202406,2359.12,142.08,896.0,174.0,75.0,54.0,5.149425287356322,75.0,39.0,1721.52
P178,Product 178,202407,68.0,60.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-07-01,2024,202407,1912.8,75.48,897.0,173.0,75.0,8.0,5.184971098265896,75.0,39.0,255.04
P178,Product 178,202408,266.0,75.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-08-01,2024,202408,2391.0,295.26,893.0,174.0,74.0,191.0,5.132183908045977,74.0,39.0,6089.08
P178,Product 178,202409,201.0,65.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-09-01,2024,202409,2072.2,223.11,883.0,176.0,74.0,136.0,5.017045454545454,74.0,39.0,4335.68
P178,Product 178,202410,154.0,47.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-10-01,2024,202410,1498.36,170.94,857.0,180.0,71.0,107.0,4.761111111111111,71.0,37.0,3411.16
P178,Product 178,202411,78.0,76.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-11-01,2024,202411,2422.88,86.58,859.0,184.0,72.0,2.0,4.668478260869565,72.0,38.0,63.76
P178,Product 178,202412,267.0,64.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2024-12-01,2024,202412,2040.32,296.37,846.0,185.0,70.0,203.0,4.572972972972973,70.0,37.0,6471.639999999999
P178,Product 178,202501,206.0,61.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-01-01,2025,202501,1944.68,228.66,828.0,188.0,69.0,145.0,4.404255319148936,69.0,36.0,4622.599999999999
P178,Product 178,202502,115.0,91.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-02-01,2025,202502,2901.08,127.65,825.0,191.0,69.0,24.0,4.319371727748691,69.0,36.0,765.12
P178,Product 178,202503,50.0,65.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-03-01,2025,202503,2072.2,55.5,808.0,167.0,67.0,-15.0,4.838323353293413,67.0,35.0,-478.2
P178,Product 178,202504,259.0,82.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-04-01,2025,202504,2614.16,287.49,830.0,166.0,69.0,177.0,5.0,69.0,36.0,5642.76
P178,Product 178,202505,197.0,62.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-05-01,2025,202505,1976.56,218.67,822.0,166.0,68.0,135.0,4.951807228915663,68.0,36.0,4303.8
P178,Product 178,202506,103.0,94.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-06-01,2025,202506,2996.72,114.33,842.0,164.0,70.0,9.0,5.134146341463414,70.0,37.0,286.92
P178,Product 178,202507,8.0,95.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-07-01,2025,202507,3028.6,8.88,877.0,159.0,73.0,-87.0,5.515723270440252,73.0,38.0,-2773.56
P178,Product 178,202508,247.0,98.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-08-01,2025,202508,3124.24,274.17,900.0,157.0,75.0,149.0,5.732484076433121,75.0,39.0,4750.12
P178,Product 178,202509,169.0,78.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-09-01,2025,202509,2486.64,187.59,913.0,154.0,76.0,91.0,5.928571428571429,76.0,40.0,2901.08
P178,Product 178,202510,70.0,99.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-10-01,2025,202510,3156.12,77.7,965.0,147.0,80.0,-29.0,6.5646258503401365,80.0,42.0,-924.52
P178,Product 178,202511,367.0,72.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-11-01,2025,202511,2295.36,407.37,961.0,172.0,80.0,295.0,5.587209302325581,80.0,42.0,9404.6
P178,Product 178,202512,288.0,79.0,1.11,20,1,1.9,31.88,882,758,712,28118.16,24165.04,22698.56,31.88,2025-12-01,2025,202512,2518.52,319.68,976.0,173.0,81.0,209.0,5.641618497109826,81.0,43.0,6662.92
P179,Product 179,202301,196.0,41.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-01-01,2023,202301,1629.75,205.8,,,,155.0,,,,6161.25
P179,Product 179,202302,153.0,43.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-02-01,2023,202302,1709.25,160.65,,,,110.0,,,,4372.5
P179,Product 179,202303,100.0,53.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-03-01,2023,202303,2106.75,105.0,,,,47.0,,,,1868.25
P179,Product 179,202304,41.0,59.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-04-01,2023,202304,2345.25,43.05,,,,-18.0,,,,-715.5
P179,Product 179,202305,326.0,26.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-05-01,2023,202305,1033.5,342.3,,,,300.0,,,,11925.0
P179,Product 179,202306,274.0,52.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-06-01,2023,202306,2067.0,287.7,,,,222.0,,,,8824.5
P179,Product 179,202307,223.0,51.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-07-01,2023,202307,2027.25,234.15,,,,172.0,,,,6837.0
P179,Product 179,202308,180.0,43.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-08-01,2023,202308,1709.25,189.0,,,,137.0,,,,5445.75
P179,Product 179,202309,143.0,37.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-09-01,2023,202309,1470.75,150.15,,,,106.0,,,,4213.5
P179,Product 179,202310,117.0,26.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-10-01,2023,202310,1033.5,122.85,,,,91.0,,,,3617.25
P179,Product 179,202311,72.0,45.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-11-01,2023,202311,1788.75,75.6,,,,27.0,,,,1073.25
P179,Product 179,202312,18.0,54.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2023-12-01,2023,202312,2146.5,18.9,530.0,154.0,44.0,-36.0,3.4415584415584415,88.0,49.0,-1431.0
P179,Product 179,202401,232.0,38.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-01-01,2024,202401,1510.5,243.6,527.0,157.0,44.0,194.0,3.356687898089172,88.0,49.0,7711.5
P179,Product 179,202402,187.0,45.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-02-01,2024,202402,1788.75,196.35,529.0,159.0,44.0,142.0,3.3270440251572326,88.0,49.0,5644.5
P179,Product 179,202403,133.0,54.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-03-01,2024,202403,2146.5,139.65,530.0,162.0,44.0,79.0,3.271604938271605,88.0,49.0,3140.25
P179,Product 179,202404,74.0,59.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-04-01,2024,202404,2345.25,77.7,530.0,165.0,44.0,15.0,3.212121212121212,88.0,49.0,596.25
P179,Product 179,202405,22.0,52.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-05-01,2024,202405,2067.0,23.1,556.0,140.0,46.0,-30.0,3.9714285714285715,92.0,51.0,-1192.5
P179,Product 179,202406,314.0,42.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-06-01,2024,202406,1669.5,329.7,546.0,143.0,46.0,272.0,3.8181818181818183,92.0,51.0,10812.0
P179,Product 179,202407,283.0,31.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-07-01,2024,202407,1232.25,297.15,526.0,148.0,44.0,252.0,3.554054054054054,88.0,49.0,10017.0
P179,Product 179,202408,240.0,43.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-08-01,2024,202408,1709.25,252.0,526.0,153.0,44.0,197.0,3.4379084967320264,88.0,49.0,7830.75
P179,Product 179,202409,194.0,46.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-09-01,2024,202409,1828.5,203.7,535.0,157.0,45.0,148.0,3.4076433121019107,90.0,50.0,5883.0
P179,Product 179,202410,141.0,53.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-10-01,2024,202410,2106.75,148.05,562.0,159.0,47.0,88.0,3.5345911949685536,94.0,52.0,3498.0
P179,Product 179,202411,80.0,61.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-11-01,2024,202411,2424.75,84.0,578.0,160.0,48.0,19.0,3.6125,96.0,53.0,755.25
P179,Product 179,202412,20.0,60.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2024-12-01,2024,202412,2385.0,21.0,584.0,160.0,49.0,-40.0,3.65,98.0,54.0,-1590.0
P179,Product 179,202501,338.0,34.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-01-01,2025,202501,1351.5,354.9,580.0,169.0,48.0,304.0,3.4319526627218937,96.0,53.0,12084.0
P179,Product 179,202502,279.0,59.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-02-01,2025,202502,2345.25,292.95,594.0,176.0,50.0,220.0,3.375,100.0,56.0,8745.0
P179,Product 179,202503,240.0,39.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-03-01,2025,202503,1550.25,252.0,579.0,185.0,48.0,201.0,3.1297297297297297,96.0,53.0,7989.75
P179,Product 179,202504,183.0,57.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-04-01,2025,202504,2265.75,192.15,577.0,194.0,48.0,126.0,2.9742268041237114,96.0,53.0,5008.5
P179,Product 179,202505,126.0,57.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-05-01,2025,202505,2265.75,132.3,582.0,203.0,48.0,69.0,2.8669950738916254,96.0,53.0,2742.75
P179,Product 179,202506,80.0,46.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-06-01,2025,202506,1828.5,84.0,586.0,184.0,49.0,34.0,3.1847826086956523,98.0,54.0,1351.5
P179,Product 179,202507,36.0,44.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-07-01,2025,202507,1749.0,37.8,599.0,163.0,50.0,-8.0,3.6748466257668713,100.0,56.0,-318.0
P179,Product 179,202508,286.0,48.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-08-01,2025,202508,1908.0,300.3,604.0,167.0,50.0,238.0,3.6167664670658684,100.0,56.0,9460.5
P179,Product 179,202509,240.0,46.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-09-01,2025,202509,1828.5,252.0,604.0,171.0,50.0,194.0,3.5321637426900585,100.0,56.0,7711.5
P179,Product 179,202510,186.0,54.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-10-01,2025,202510,2146.5,195.3,605.0,174.0,50.0,132.0,3.4770114942528734,100.0,56.0,5247.0
P179,Product 179,202511,144.0,42.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-11-01,2025,202511,1669.5,151.2,586.0,180.0,49.0,102.0,3.2555555555555555,98.0,54.0,4054.5
P179,Product 179,202512,89.0,55.0,1.05,24,2,1.8,39.75,362,562,494,14389.5,22339.5,19636.5,39.75,2025-12-01,2025,202512,2186.25,93.45,581.0,186.0,48.0,34.0,3.1236559139784945,96.0,53.0,1351.5
P180,Product 180,202301,117.0,38.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-01-01,2023,202301,442.32,78.39,,,,79.0,,,,919.5600000000001
P180,Product 180,202302,87.0,30.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-02-01,2023,202302,349.2,58.29,,,,57.0,,,,663.48
P180,Product 180,202303,55.0,32.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-03-01,2023,202303,372.48,36.85,,,,23.0,,,,267.72
P180,Product 180,202304,13.0,42.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-04-01,2023,202304,488.88,8.71,,,,-29.0,,,,-337.56
P180,Product 180,202305,155.0,34.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-05-01,2023,202305,395.76,103.85,,,,121.0,,,,1408.44
P180,Product 180,202306,122.0,33.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-06-01,2023,202306,384.12,81.74,,,,89.0,,,,1035.96
P180,Product 180,202307,93.0,29.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-07-01,2023,202307,337.56,62.31,,,,64.0,,,,744.96
P180,Product 180,202308,60.0,33.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-08-01,2023,202308,384.12,40.2,,,,27.0,,,,314.28000000000003
P180,Product 180,202309,37.0,23.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-09-01,2023,202309,267.72,24.79,,,,14.0,,,,162.96
P180,Product 180,202310,4.0,33.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-10-01,2023,202310,384.12,2.68,,,,-29.0,,,,-337.56
P180,Product 180,202311,123.0,31.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-11-01,2023,202311,360.84,82.41,,,,92.0,,,,1070.88
P180,Product 180,202312,93.0,30.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2023-12-01,2023,202312,349.2,62.31,388.0,80.0,32.0,63.0,4.85,64.0,128.0,733.32
P180,Product 180,202401,65.0,28.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-01-01,2024,202401,325.92,43.55,378.0,76.0,32.0,37.0,4.973684210526316,64.0,128.0,430.68
P180,Product 180,202402,37.0,28.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-02-01,2024,202402,325.92,24.79,376.0,71.0,31.0,9.0,5.295774647887324,62.0,124.0,104.76
P180,Product 180,202403,11.0,26.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-03-01,2024,202403,302.64,7.37,370.0,68.0,31.0,-15.0,5.4411764705882355,62.0,124.0,-174.60000000000002
P180,Product 180,202404,114.0,36.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-04-01,2024,202404,419.04,76.38,364.0,76.0,30.0,78.0,4.7894736842105265,60.0,120.0,907.9200000000001
P180,Product 180,202405,77.0,37.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-05-01,2024,202405,430.68,51.59,367.0,70.0,31.0,40.0,5.242857142857143,62.0,124.0,465.6
P180,Product 180,202406,48.0,29.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-06-01,2024,202406,337.56,32.16,363.0,64.0,30.0,19.0,5.671875,60.0,120.0,221.16000000000003
P180,Product 180,202407,16.0,32.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-07-01,2024,202407,372.48,10.72,366.0,57.0,30.0,-16.0,6.421052631578948,60.0,120.0,-186.24
P180,Product 180,202408,156.0,25.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-08-01,2024,202408,291.0,104.52,358.0,65.0,30.0,131.0,5.507692307692308,60.0,120.0,1524.8400000000001
P180,Product 180,202409,126.0,30.0,0.67,14,2,0.5,11.64,360,329,337,4190.4,3829.56,3922.68,11.64,2024-09-01,2024,202409,349.2,84.42,365.0,72.0,30.0,96.0,5.069444444444445,60.0,120.0,1117.44
